"dim1","dim2","id","quadrant","panel","point_type"
0.205154734696327,0.26036438321227,"P28","LV_HA","Low valence / high arousal
Stress-1 = 0.087","OCEAN persona"
0.0933618766898966,0.481480763382326,"P29","LV_HA","Low valence / high arousal
Stress-1 = 0.087","OCEAN persona"
-0.160881375813784,0.278892370049546,"P30","LV_HA","Low valence / high arousal
Stress-1 = 0.087","OCEAN persona"
0.455040847873345,0.483236767053,"P31","LV_HA","Low valence / high arousal
Stress-1 = 0.087","OCEAN persona"
0.0635080962027044,0.353639194513714,"P32","LV_HA","Low valence / high arousal
Stress-1 = 0.087","OCEAN persona"
0.0967009711703037,0.202582535116374,"P01","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.101828074875515,0.0494394293927944,"P02","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.252344483564894,0.450198189944085,"P03","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.11705149422541,0.424749806789491,"P04","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0898825160469278,0.0668344796691155,"P05","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.0871351720590904,-0.0677203356938206,"P06","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.261020662260964,0.375142295754762,"P07","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0359080654773452,0.126175150682347,"P08","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.155973772342297,0.379101153651782,"P09","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.0831736405321596,0.123184211954672,"P10","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.2954319027382,0.489848647009532,"P11","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.150162646709598,0.455469759645929,"P12","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0301719693474867,0.0220243930807307,"P13","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.0754844642683953,-0.037017830339065,"P14","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.274174613341571,0.384103854348436,"P15","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0701724369330748,0.322991875285372,"P16","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.128879840621486,0.27833628186839,"P17","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.129599152658508,-0.0157416732224602,"P18","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.330017471038189,0.45960364131386,"P19","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0291491825371331,0.15212268900363,"P20","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.110091210567096,0.063043527865093,"P21","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.117300955669441,-0.101042325462941,"P22","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.300453723058438,0.386502690149535,"P23","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0174641909103205,0.0136791039863383,"P24","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.211431228751068,0.429890008156854,"P25","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.103240380050819,0.0434773906539058,"P26","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.308291915089652,0.52248617089043,"P27","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0995022431578041,0.382402857460326,"P28","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0883255177222087,0.00508828699119667,"P29","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
-0.0815170019476001,-0.101260403327625,"P30","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.307081085929579,0.419319389030185,"P31","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
0.0343926976100954,-0.00889830574743248,"P32","LV_LA","Low valence / low arousal
Stress-1 = 0.088","OCEAN persona"
