"dim1","dim2","term"
-0.87238992134793,-0.16498929042141,"happy"
0.594043371982469,-0.229810739127314,"tense"
-0.666756746523317,1.09575970758252,"calm"
0.563228371465947,0.0812082220820806,"sad"
-0.347072077750701,-0.329479886667549,"excited"
0.881133558041445,-0.765090113608405,"afraid"
-0.820022304931668,0.141354195525493,"content"
0.72430791121706,-0.0419262556414837,"bored"
-0.901130862414054,0.870571709390559,"relaxed"
0.844658700260758,-0.657597549114492,"angry"
