"dim1","dim2","term"
-1.02179460822373,0.0138247987608105,"happy"
0.426201964567193,0.231248410776011,"tense"
-0.532208542181566,-1.12913135225174,"calm"
0.472451659530376,0.0469475938093371,"sad"
-0.410413183148435,0.350779877948869,"excited"
0.898571666811899,0.850973341910507,"afraid"
-0.73163861507525,-0.318591557602265,"content"
0.801274702746749,0.054605421322172,"bored"
-0.696742937190459,-0.973060182804815,"relaxed"
0.794297892163238,0.872403648131112,"angry"
